rank,portfolio,label,strategy,sample_status,sample_maturity,closed_trades,winning_trades,win_rate_pct,profit_factor,expectancy_eur,equity_eur,total_pnl_eur,total_return_pct,closed_pnl_eur,open_pnl_eur,open_positions,max_drawdown_pct,average_mfe_net_eur,average_mae_net_eur,average_profit_retained_pct,profit_retention_sample,comparison_score
42,SHADOW_BTC_DONCHIAN_4H,Btc Donchian 4H,donchian_breakout,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
43,SHADOW_BTC_BOLLINGER_4H,Btc Bollinger 4H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
44,SHADOW_BTC_ADAPTIVE_4H,Btc Adaptive 4H,combo_adaptive,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
45,SHADOW_SOL_EMA_4H,Sol Ema 4H,ema_trend_following,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
46,SHADOW_SOL_DONCHIAN_4H,Sol Donchian 4H,donchian_breakout,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
47,SHADOW_SOL_BOLLINGER_4H,Sol Bollinger 4H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
48,SHADOW_SOL_ADAPTIVE_4H,Sol Adaptive 4H,combo_adaptive,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
49,SHADOW_ETH_EMA_1H,Eth Ema 1H,ema_trend_following,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
50,SHADOW_ETH_EMA_4H,Eth Ema 4H,ema_trend_following,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
51,SHADOW_ETH_DONCHIAN_1H,Eth Donchian 1H,donchian_breakout,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
52,SHADOW_ETH_BOLLINGER_1H,Eth Bollinger 1H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
53,SHADOW_ETH_ADAPTIVE_1H,Eth Adaptive 1H,combo_adaptive,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
54,SHADOW_DOGE_BOLLINGER_1H,Doge Bollinger 1H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,-1000000.0
55,SHADOW_BTC_EMA_1H,Btc Ema 1H,ema_trend_following,IN ATTESA,0,0,0,0.0,0.0,0.0,9997.222083305549,-2.7779166944510507,-0.02777916694451051,0.0,-0.6945833611166491,1,0.02777916694451051,0.0,0.0,0.0,0,-1000000.0
56,SHADOW_BTC_ADAPTIVE_1H,Btc Adaptive 1H,combo_adaptive,IN ATTESA,0,0,0,0.0,0.0,0.0,9997.222083305549,-2.7779166944510507,-0.02777916694451051,0.0,-0.6945833611166491,1,0.02777916694451051,0.0,0.0,0.0,0,-1000000.0
57,SHADOW_BTC_DONCHIAN_1H,Btc Donchian 1H,donchian_breakout,IN ATTESA,0,0,0,0.0,0.0,0.0,9996.874843718744,-3.1251562812558404,-0.031251562812558406,0.0,-0.7814062812562301,1,0.031251562812558406,0.0,0.0,0.0,0,-1000000.0
58,SHADOW_SOL_DONCHIAN_1H,Sol Donchian 1H,donchian_breakout,IN ATTESA,0,0,0,0.0,0.0,0.0,9996.874843718744,-3.1251562812558404,-0.031251562812558406,0.0,-0.7814062812560476,1,0.031251562812558406,0.0,0.0,0.0,0,-1000000.0
59,SHADOW_BTC_BOLLINGER_1H,Btc Bollinger 1H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,9996.666833300007,-3.333166699992944,-0.03333166699992944,0.0,-0.8331666999933123,1,0.03333166699992944,0.0,0.0,0.0,0,-1000000.0
60,SHADOW_SOL_BOLLINGER_1H,Sol Bollinger 1H,bollinger_mean_reversion,IN ATTESA,0,0,0,0.0,0.0,0.0,9996.666833300007,-3.333166699992944,-0.03333166699992944,0.0,-0.8331666999931178,1,0.03333166699992944,0.0,0.0,0.0,0,-1000000.0
61,SHADOW_1H_FAST_V2,Rapida 1H V2,momentum_breakout_v2,IN ATTESA,0,0,0,0.0,0.0,0.0,9992.858061280627,-7.141938719372774,-0.07141938719372774,0.0,-1.7857525427246208,2,0.07141938719372774,0.0,0.0,0.0,0,-1000000.0
