generated_utc,portfolio,portfolio_label,is_main,strategy,strategy_label,equity_eur,balance_eur,unrealized_pnl_eur,month_pnl_eur,monthly_target_eur,target_progress_pct,open_positions,open_margin_eur,open_notional_eur,open_initial_risk_eur,open_stop_risk_eur,closed_trades,unique_market_events,winning_trades,win_rate_pct,profit_factor,expectancy_eur,net_pnl_closed_eur,average_mfe_net_eur,average_mae_net_eur,excursion_sample,average_signed_capture_pct,signed_capture_sample,average_winner_capture_pct,winner_capture_sample,average_profit_giveback_eur,average_profit_giveback_pct_of_mfe,giveback_sample,lost_after_positive_mfe_count,average_profit_retained_pct,profit_retention_sample,max_drawdown_pct
2026-07-22T13:08:47+00:00,SHADOW_RSI_LONG_15X_50_RSI25,Scalp RSI Long 25 · €50 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10013.995797040738,10013.995797040738,0,13.99579704073767,3000.0,0.46652656802458903,0,0,0,0,0,2,2,2,100.0,inf,6.997898520369226,13.995797040738452,7.540974000175987,-4.084316129374246,2,92.77144845996064,2,92.77144845996064,2,0.5430754798067601,7.228551540039369,2,0,92.77144845996064,2,0.04089041524696325
2026-07-22T13:08:47+00:00,SHADOW_RSI_LONG_5X_RSI15,Scalp RSI Long 15 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_LONG_5X_RSI20,Scalp RSI Long 20 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_LONG_5X_RSI25,Scalp RSI Long 25 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10005.237689924943,10005.237689924943,0,5.23768992494297,3000.0,0.17458966416476568,0,0,0,0,0,2,2,1,50.0,10.74842692841452,2.618844962470367,5.237689924940734,11.926515069317738,-4.646182907288237,2,26.215783782102854,2,56.37930803235377,1,9.307670106847372,73.78421621789715,2,1,56.37930803235377,1,0.08945483572102339
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_10_RSI85,Scalp RSI Short 85 · €10 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_10_RSI80,Scalp RSI Short 80 · €10 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_10_RSI75,Scalp RSI Short 75 · €10 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10005.679334256725,10005.679334256725,0,5.679334256725269,3000.0,0.18931114189084233,0,0,0,0,0,6,6,2,33.33333333333333,1.9840185437799864,0.9465557094542847,5.679334256725708,2.490528543661666,-2.4708491007436613,6,-71.97694391502584,5,72.62383285973569,2,1.293115760982479,171.97694391502583,5,3,72.62383285973569,2,0.04993545964989607
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_50_RSI85,Scalp RSI Short 85 · €50 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_50_RSI80,Scalp RSI Short 80 · €50 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_15X_50_RSI75,Scalp RSI Short 75 · €50 · 15x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10028.396671283625,10028.396671283625,0,28.396671283624528,3000.0,0.9465557094541509,0,0,0,0,0,6,6,2,33.33333333333333,1.9840185437799858,4.73277854727142,28.396671283628518,12.452642718308326,-12.354245503718303,6,-71.97694391502584,5,72.62383285973569,2,6.465578804912395,171.97694391502586,5,3,72.62383285973569,2,0.24967729824948037
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_5X_RSI85,Scalp RSI Short 85 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_5X_RSI80,Scalp RSI Short 80 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,10000.0,10000.0,0,0.0,3000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
2026-07-22T13:08:47+00:00,SHADOW_RSI_SHORT_5X_RSI75,Scalp RSI Short 75 · prudente · 5x,False,rsi_extreme_reversal,Inversione RSI estrema 15m,9964.858653706093,9964.858653706093,0,-35.14134629390719,3000.0,-1.1713782097969063,0,0,0,0,0,6,6,1,16.666666666666664,0.17767091388328782,-5.856891048984118,-35.14134629390471,8.750780335340737,-9.967719199368167,6,-104.39871926375213,5,43.171069284318634,1,15.437909187978715,204.39871926375213,5,4,43.171069284318634,1,0.3564880705832952
2026-07-22T13:08:47+00:00,SHADOW_DONCHIAN_1H,Benchmark Donchian breakout 1H,False,donchian_breakout,Donchian breakout 20 barre,10166.79054818757,10153.291060138416,13.499488049153337,166.79054818756958,3000.0,5.559684939585653,3,3554.9960168004686,7109.992033600937,152.79353544709699,152.79353544709699,17,17,8,47.05882352941176,1.4007036038093932,9.268062079915884,157.55705535857004,70.26140073388966,-35.272107874913566,17,-95.36655730763253,17,58.49959288721224,8,60.993338653973765,195.36655730763252,17,9,58.49959288721224,8,1.9825101479232266
2026-07-22T13:08:47+00:00,SHADOW_BOLLINGER_MR_1H,Benchmark Bollinger mean reversion 1H,False,bollinger_mean_reversion,Bollinger mean reversion,10077.766770061738,10097.965983439797,-20.199213378058367,77.7667700617385,3000.0,2.5922256687246166,2,2884.7165870067047,5769.433174013409,100.92138384913542,100.92138384913562,18,18,8,44.44444444444444,1.3546934585692878,5.634869074678077,101.42764334420539,45.214973026489695,-40.830957549612755,18,-259.79877729393047,18,61.26092669658484,8,39.580103951811616,359.79877729393047,18,10,61.26092669658484,8,2.056654867256001
2026-07-22T13:08:47+00:00,SHADOW_EMA_TREND_1H,Benchmark trend following EMA 1H,False,ema_trend_following,Trend following EMA,9950.191725515679,9973.436798408882,-23.245072893203407,-49.80827448432137,3000.0,-1.6602758161440456,3,2358.595997165575,4717.19199433115,149.02338161180737,149.02338161180734,13,13,4,30.76923076923077,0.937594535555796,-1.7943668529705914,-23.326769088617688,51.225413497525146,-34.72275997945927,13,-730.6912099047847,13,76.08292564294737,4,53.019780350495736,830.6912099047846,13,9,76.08292564294737,4,2.2496767273376292
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_LONG,Scanner Top 5 Long 1H,False,scanner_top5_long,Scanner Top 5 Long,10487.428295629858,10512.690263598815,-25.26196796895701,487.42829562985753,3000.0,16.247609854328584,3,1266.4318940089206,2532.863788017841,157.88914705367506,157.889147053675,28,28,14,50.0,1.9649086264993187,18.353451957583676,513.896654812343,61.74820875462615,-29.626678147654776,28,-3351.440626452114,27,74.44320466387032,14,42.99172791635255,3451.4406264521144,27,13,74.44320466387032,14,2.697298509489659
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_BOTTOM5_SHORT,Scanner Bottom 5 Short 1H,False,scanner_bottom5_short,Scanner Bottom 5 Short,9743.127761172089,9702.628236031172,40.49952514091547,-256.87223882791113,3000.0,-8.56240796093037,3,2449.097073965224,4898.194147930448,147.225604963462,97.44932147943601,17,17,4,23.52941176470588,0.4372873100848715,-17.331688317560012,-294.6387013985202,41.66832610127698,-42.907940375905795,17,-300.56104407381724,16,60.10514948350285,4,59.33817283423287,400.56104407381724,16,12,60.10514948350285,4,4.811319910117124
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC,Scanner Top 5 + forza BTC 1H,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,10367.226886860144,10413.828815852077,-46.60192899193341,367.2268868601441,3000.0,12.240896228671469,3,2729.953508881951,5459.907017763902,156.44540729788702,156.4454072978872,20,20,10,50.0,2.2268661708838624,20.82616341239966,416.5232682479932,75.5029562686299,-26.376238626734597,20,-76.53593431704422,20,66.16774027692809,10,54.67679285623025,176.53593431704417,20,10,66.16774027692809,10,1.7399641212534345
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_MFE_V1,Top 5 + BTC — solo MFE,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9947.431106439639,9971.14260250923,-23.71149606959162,-52.568893560361175,3000.0,-1.7522964520120392,3,2557.233267088944,5114.466534177888,149.8520329298556,149.85203292985568,4,4,1,25.0,0.5908375364847267,-6.524876851874781,-26.099507407499125,42.65037993296626,-29.152960119292402,4,-60.48333367194414,4,56.25829541814659,1,49.17525678484104,160.48333367194414,4,3,56.25829541814659,1,1.5060675438344768
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_GUARD_V1,Top 5 + BTC — Guard,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9694.903054254652,9718.255998705368,-23.352944450717256,-305.0969457453484,3000.0,-10.169898191511614,3,1161.0811287092215,2322.162257418443,146.19579451631373,146.19579451631378,5,5,0,0.0,0.0,-56.09707646385509,-280.48538231927546,19.93560870718681,-55.620133035573055,5,-404.000152554474,5,0.0,0,76.0326851710419,504.0001525544741,5,5,0.0,0,3.1892618488889637
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_BTC_LE3_V1,Top 5 + BTC — BTC≤3,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9950.766075767815,10001.599184314844,-50.83310854702928,-49.23392423218502,3000.0,-1.6411308077395006,3,2827.8379133621966,5655.675826724393,150.04409266415604,150.04409266415587,2,2,1,50.0,1.0818809374051357,2.2273201145566617,4.454640229113323,74.9167325506979,-31.00106383794187,2,-32.45133918533792,2,56.11988265504332,1,72.68941243614125,132.4513391853379,2,1,56.11988265504332,1,1.9890096084531037
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_BTC_2_3_V1,Top 5 + BTC — BTC 2–3,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9950.766075767815,10001.599184314844,-50.83310854702928,-49.23392423218502,3000.0,-1.6411308077395006,3,2827.8379133621966,5655.675826724393,150.04409266415604,150.04409266415587,2,2,1,50.0,1.0818809374051357,2.2273201145566617,4.454640229113323,74.9167325506979,-31.00106383794187,2,-32.45133918533792,2,56.11988265504332,1,72.68941243614125,132.4513391853379,2,1,56.11988265504332,1,1.9890096084531037
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_GUARD_MFE_V1,Top 5 + BTC — Guard + MFE,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9744.23507282903,9767.706847543748,-23.47177471471909,-255.76492717097062,3000.0,-8.525497572365689,3,1163.139207940315,2326.27841588063,146.6897335317762,146.68973353177623,5,5,0,0.0,0.0,-46.206412757163164,-231.03206378581584,19.935608707186812,-48.46359789934216,5,-379.3854989666061,5,0.0,0,66.14202146435,479.3854989666062,5,5,0.0,0,2.696645356909294
2026-07-22T13:08:47+00:00,SHADOW_SCANNER_TOP5_BTC_GUARD_BTC_LE3_V1,Top 5 + BTC — Guard + BTC≤3,False,scanner_top5_btc_strength,Scanner Top 5 + forza BTC,9856.13794691364,9879.879271678292,-23.741324764652454,-143.8620530863609,3000.0,-4.7954017695453635,3,1282.2403588390705,2564.480717678141,148.09210643777374,148.09210643777377,2,2,0,0.0,0.0,-59.29101994554882,-118.58203989109764,7.962186029025408,-59.29101994554882,2,-780.4626246776079,2,0.0,0,67.25320597457423,880.4626246776079,2,2,0.0,0,1.5134617682119642
