generated_utc,system,profile,paper_portfolio,classification,event_key,experiment_group_id,trade_id,asset,side,timeframe_minutes,opened_at,closed_at,entry_regime,entry_volatility_state,score,confidence,close_reason,net_pnl,normalized_result,metric_unit
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,c7dcd9756db2c485ce15|SOL|SHORT|60,c7dcd9756db2c485ce15,SHADOW_1H_FAST|SOL|60|2026-07-17T05:00:00+00:00|SHORT,SOL,SHORT,60,2026-07-17T06:30:10+00:00,2026-07-17T13:00:00+00:00,RANGE,NORMAL,-9.6244,ALTA,TARGET,13.571428571428605,1.3571428571428605,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,2200ce20a107fbe0bdeb|AKE|LONG|60,2200ce20a107fbe0bdeb,SHADOW_1H_FAST|AKE|60|2026-07-17T09:00:00+00:00|LONG,AKE,LONG,60,2026-07-17T10:27:00+00:00,2026-07-17T14:00:00+00:00,RANGE,NORMAL,6.25,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,61d196706b4499da4b16|LAB|SHORT|60,61d196706b4499da4b16,SHADOW_1H_FAST|LAB|60|2026-07-17T09:00:00+00:00|SHORT,LAB,SHORT,60,2026-07-17T10:27:00+00:00,2026-07-17T13:00:00+00:00,RANGE,NORMAL,-7.0,BUONA,STOP,-10.183012546653908,-1.0183012546653907,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,7d0868092c47cfc37e45|BTC|SHORT|60,7d0868092c47cfc37e45,SHADOW_1H_FAST|BTC|60|2026-07-17T05:00:00+00:00|SHORT,BTC,SHORT,60,2026-07-17T06:30:10+00:00,2026-07-17T16:00:00+00:00,RANGE,NORMAL,-5.0833,MEDIA,STOP,-11.428571428571518,-1.1428571428571517,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,95b6986682c091617b43|ETH|SHORT|60,95b6986682c091617b43,SHADOW_1H_FAST|ETH|60|2026-07-17T05:00:00+00:00|SHORT,ETH,SHORT,60,2026-07-17T06:30:10+00:00,2026-07-17T17:00:00+00:00,RANGE,NORMAL,-4.8898,MEDIA,STOP,-11.39965848333007,-1.139965848333007,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,308385fb91c8984c0f09|AKE|LONG|60,308385fb91c8984c0f09,SHADOW_1H_FAST|AKE|60|2026-07-17T14:00:00+00:00|LONG,AKE,LONG,60,2026-07-17T15:20:34+00:00,2026-07-17T19:00:00+00:00,RANGE,NORMAL,6.25,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,62063b43e31c19d9e817|AKE|LONG|60,62063b43e31c19d9e817,SHADOW_1H_FAST|AKE|60|2026-07-17T19:00:00+00:00|LONG,AKE,LONG,60,2026-07-17T20:38:43+00:00,2026-07-17T21:00:00+00:00,TRANSITION,NORMAL,6.25,BUONA,TARGET,14.842125631092422,1.4842125631092422,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,55a826a756ee0ba395d1|AKE|LONG|60,55a826a756ee0ba395d1,SHADOW_1H_FAST|AKE|60|2026-07-17T21:00:00+00:00|LONG,AKE,LONG,60,2026-07-17T22:27:59+00:00,2026-07-18T04:00:00+00:00,TRANSITION,NORMAL,4.75,MEDIA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,39d82184e96456d15316|ESPORTS|LONG|60,39d82184e96456d15316,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T04:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T05:38:29+00:00,2026-07-18T06:00:00+00:00,TRANSITION,NORMAL,7.75,ALTA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,PRESO_DAL_PAPER,6b7bc748a43e1bfd12a8|ZEC|LONG|60,6b7bc748a43e1bfd12a8,SHADOW_1H_FAST|ZEC|60|2026-07-17T16:00:00+00:00|LONG,ZEC,LONG,60,2026-07-17T17:42:56+00:00,2026-07-18T07:00:00+00:00,RANGE,NORMAL,4.6168,MEDIA,STOP,-10.663567529815923,-1.0663567529815923,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,9c9bd399580f56021d60|AKE|LONG|60,9c9bd399580f56021d60,SHADOW_1H_FAST|AKE|60|2026-07-18T04:00:00+00:00|LONG,AKE,LONG,60,2026-07-18T05:08:29+00:00,2026-07-18T09:00:00+00:00,TRANSITION,NORMAL,4.75,MEDIA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,f32a6f98a8e60c9e25c3|ESPORTS|LONG|60,f32a6f98a8e60c9e25c3,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T07:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T08:08:29+00:00,2026-07-18T09:00:00+00:00,TRANSITION,NORMAL,4.75,MEDIA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,216ba40effaa95276ce0|HYPE|SHORT|60,216ba40effaa95276ce0,SHADOW_1H_FAST|HYPE|60|2026-07-17T03:00:00+00:00|SHORT,HYPE,SHORT,60,2026-07-17T04:17:10+00:00,2026-07-18T13:00:00+00:00,RANGE,NORMAL,-5.7142,MEDIA,TARGET,14.217027542438208,1.4217027542438208,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,PRESO_DAL_PAPER,34563d6aec6898d78ab2|AKE|LONG|60,34563d6aec6898d78ab2,SHADOW_1H_FAST|AKE|60|2026-07-18T10:00:00+00:00|LONG,AKE,LONG,60,2026-07-18T11:08:29+00:00,2026-07-18T14:00:00+00:00,TRANSITION,NORMAL,6.75,BUONA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,fed46a3f7e0e6ee8c0af|AKE|LONG|60,fed46a3f7e0e6ee8c0af,SHADOW_1H_FAST|AKE|60|2026-07-18T14:00:00+00:00|LONG,AKE,LONG,60,2026-07-18T15:08:30+00:00,2026-07-18T18:00:00+00:00,TRANSITION,NORMAL,4.75,MEDIA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,422ea7b57350c37232e8|ESPORTS|LONG|60,422ea7b57350c37232e8,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T16:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T17:08:29+00:00,2026-07-18T18:00:00+00:00,TRANSITION,NORMAL,6.0,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,3ae2dd863a21912c44c5|ESPORTS|LONG|60,3ae2dd863a21912c44c5,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T18:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T19:08:29+00:00,2026-07-18T20:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,a6f6c1f3b28ae6db01f1|ESPORTS|LONG|60,a6f6c1f3b28ae6db01f1,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T20:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T21:08:30+00:00,2026-07-18T22:00:00+00:00,TREND_UP,NORMAL,5.5,MEDIA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,0d0cd7222513342f3c85|ESPORTS|LONG|60,0d0cd7222513342f3c85,SHADOW_1H_FAST|ESPORTS|60|2026-07-18T22:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T23:08:29+00:00,2026-07-19T01:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,637bf08a5214e33d9518|XRP|SHORT|60,637bf08a5214e33d9518,SHADOW_1H_FAST|XRP|60|2026-07-16T23:00:00+00:00|SHORT,XRP,SHORT,60,2026-07-17T00:21:57+00:00,2026-07-19T02:00:00+00:00,RANGE,NORMAL,-6.4107,BUONA,STOP,-11.428571428571518,-1.1428571428571517,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,38c8767a679835620398|ESPORTS|LONG|60,38c8767a679835620398,SHADOW_1H_FAST|ESPORTS|60|2026-07-19T01:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T02:08:29+00:00,2026-07-19T03:00:00+00:00,TREND_UP,NORMAL,9.0,ALTA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,3b9526e08fba8d143ad0|ESPORTS|LONG|60,3b9526e08fba8d143ad0,SHADOW_1H_FAST|ESPORTS|60|2026-07-19T03:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T04:08:30+00:00,2026-07-19T05:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,8dbc9e54dfeb88acf435|BANK|LONG|60,8dbc9e54dfeb88acf435,SHADOW_1H_FAST|BANK|60|2026-07-19T04:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T05:08:29+00:00,2026-07-19T08:00:00+00:00,TREND_UP,NORMAL,6.25,BUONA,TARGET,14.856319160564315,1.4856319160564315,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,014687b65c35e7781f6d|PEPE|LONG|60,014687b65c35e7781f6d,SHADOW_1H_FAST|PEPE|60|2026-07-19T06:00:00+00:00|LONG,PEPE,LONG,60,2026-07-19T07:08:29+00:00,2026-07-19T08:00:00+00:00,TREND_UP,NORMAL,6.4963,BUONA,TARGET,13.571428571428505,1.3571428571428505,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,02be456abe6b5d711590|0G|SHORT|60,02be456abe6b5d711590,SHADOW_1H_FAST|0G|60|2026-07-16T08:00:00+00:00|SHORT,0G,SHORT,60,2026-07-16T09:22:54+00:00,2026-07-19T09:23:30+00:00,TRANSITION,NORMAL,-5.1306,MEDIA,TIME_EXIT,-0.45936183730954067,-0.04593618373095407,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,02eaac341357c52a3820|ADA|LONG|60,02eaac341357c52a3820,SHADOW_1H_FAST|ADA|60|2026-07-18T22:00:00+00:00|LONG,ADA,LONG,60,2026-07-18T23:08:29+00:00,2026-07-19T09:00:00+00:00,TREND_UP,NORMAL,5.0151,MEDIA,STOP,-11.428571428571418,-1.142857142857142,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,e3ea63a506d3c815088a|ESPORTS|LONG|60,e3ea63a506d3c815088a,SHADOW_1H_FAST|ESPORTS|60|2026-07-19T05:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T06:08:29+00:00,2026-07-19T09:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,5c294ccd55e1e1d0e6e0|BANK|LONG|60,5c294ccd55e1e1d0e6e0,SHADOW_1H_FAST|BANK|60|2026-07-19T08:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T09:08:30+00:00,2026-07-19T11:00:00+00:00,TREND_UP,LOW,6.75,BUONA,TARGET,14.851481205794325,1.4851481205794326,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,b7cb3e3ed710402b929a|ESPORTS|LONG|60,b7cb3e3ed710402b929a,SHADOW_1H_FAST|ESPORTS|60|2026-07-19T09:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T10:08:30+00:00,2026-07-19T11:00:00+00:00,ALT_ROTATION_UP,LOW,5.5,MEDIA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,02e9cf1c2ab5c0ef754a|BANK|LONG|60,02e9cf1c2ab5c0ef754a,SHADOW_1H_FAST|BANK|60|2026-07-19T11:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T12:08:29+00:00,2026-07-19T14:00:00+00:00,ALT_ROTATION_UP,LOW,6.25,BUONA,TARGET,14.833876384510564,1.4833876384510565,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,f9a6424a83e902f5e786|BANK|LONG|60,f9a6424a83e902f5e786,SHADOW_1H_FAST|BANK|60|2026-07-19T14:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T15:08:30+00:00,2026-07-19T16:00:00+00:00,TREND_UP,LOW,4.75,MEDIA,STOP,-10.145350976277086,-1.0145350976277085,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,2e87685d0cea9f79b120|PEPE|LONG|60,2e87685d0cea9f79b120,SHADOW_1H_FAST|PEPE|60|2026-07-19T08:00:00+00:00|LONG,PEPE,LONG,60,2026-07-19T09:08:30+00:00,2026-07-19T18:00:00+00:00,TREND_UP,LOW,5.4186,MEDIA,STOP,-11.34579766268591,-1.134579766268591,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,SALTATO_DAL_PAPER,fc3e4696ed7f628a1563|BANK|LONG|60,fc3e4696ed7f628a1563,SHADOW_1H_FAST|BANK|60|2026-07-19T16:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T17:08:29+00:00,2026-07-19T19:00:00+00:00,TREND_UP,NORMAL,6.75,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V1,SHADOW_1H_FAST,PRESO_DAL_PAPER,71e39f89cb739fa290a7|ZEC|LONG|60,71e39f89cb739fa290a7,SHADOW_1H_FAST|ZEC|60|2026-07-18T14:00:00+00:00|LONG,ZEC,LONG,60,2026-07-18T15:08:30+00:00,2026-07-19T21:00:00+00:00,TRANSITION,NORMAL,5.1652,MEDIA,STOP,-10.921647306313023,-1.0921647306313023,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V2,SHADOW_1H_FAST_V2,PRESO_DAL_PAPER,099e596e92f1e78589e2|SOL|SHORT|60,099e596e92f1e78589e2,SHADOW_1H_FAST_V2|SOL|60|2026-07-17T05:00:00+00:00|SHORT,SOL,SHORT,60,2026-07-17T06:30:10+00:00,2026-07-17T13:00:00+00:00,RANGE,NORMAL,-9.6244,ALTA,TARGET,13.571428571428605,1.3571428571428605,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V2,SHADOW_1H_FAST_V2,PRESO_DAL_PAPER,099e596e92f1e78589e2|DOGE|SHORT|60,099e596e92f1e78589e2,SHADOW_1H_FAST_V2|DOGE|60|2026-07-17T05:00:00+00:00|SHORT,DOGE,SHORT,60,2026-07-17T06:30:10+00:00,2026-07-17T17:00:00+00:00,RANGE,NORMAL,-9.9082,ALTA,STOP,-11.428571428571518,-1.1428571428571517,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,34563d6aec6898d78ab2|AKE|LONG|60,34563d6aec6898d78ab2,SHADOW_1H_FAST_V3|AKE|60|2026-07-18T10:00:00+00:00|LONG,AKE,LONG,60,2026-07-18T11:35:50+00:00,2026-07-18T15:00:00+00:00,TRANSITION,NORMAL,6.75,BUONA,STOP,-10.133333333333324,-1.0133333333333323,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,422ea7b57350c37232e8|ESPORTS|LONG|60,422ea7b57350c37232e8,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-18T16:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T17:08:29+00:00,2026-07-18T18:00:00+00:00,TRANSITION,NORMAL,6.0,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,24867d36c522446da70c|AKE|LONG|60,24867d36c522446da70c,SHADOW_1H_FAST_V3|AKE|60|2026-07-18T15:00:00+00:00|LONG,AKE,LONG,60,2026-07-18T16:08:30+00:00,2026-07-18T19:00:00+00:00,TRANSITION,NORMAL,6.75,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,3ae2dd863a21912c44c5|ESPORTS|LONG|60,3ae2dd863a21912c44c5,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-18T18:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T19:08:29+00:00,2026-07-18T20:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,d3fe4ef97585233a48df|ESPORTS|LONG|60,d3fe4ef97585233a48df,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-18T21:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-18T22:08:30+00:00,2026-07-19T00:00:00+00:00,TREND_UP,NORMAL,7.5,ALTA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,960b9db9764714cde8ff|ESPORTS|LONG|60,960b9db9764714cde8ff,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-19T00:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T01:08:29+00:00,2026-07-19T02:00:00+00:00,TREND_UP,NORMAL,8.5,ALTA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,dea5f23280ae9cfdc6eb|ESPORTS|LONG|60,dea5f23280ae9cfdc6eb,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-19T02:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T03:08:29+00:00,2026-07-19T04:00:00+00:00,TREND_UP,NORMAL,9.0,ALTA,STOP,-10.133333333333324,-1.0133333333333323,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,24f999a649df386f2142|ADA|LONG|60,24f999a649df386f2142,SHADOW_1H_FAST_V3|ADA|60|2026-07-19T02:00:00+00:00|LONG,ADA,LONG,60,2026-07-19T03:08:29+00:00,2026-07-19T05:00:00+00:00,TREND_UP,NORMAL,6.3559,BUONA,STOP,-11.428571428571418,-1.142857142857142,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,8dbc9e54dfeb88acf435|BANK|LONG|60,8dbc9e54dfeb88acf435,SHADOW_1H_FAST_V3|BANK|60|2026-07-19T04:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T05:08:29+00:00,2026-07-19T08:00:00+00:00,TREND_UP,NORMAL,6.25,BUONA,TARGET,14.856319160564315,1.4856319160564315,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,014687b65c35e7781f6d|PEPE|LONG|60,014687b65c35e7781f6d,SHADOW_1H_FAST_V3|PEPE|60|2026-07-19T06:00:00+00:00|LONG,PEPE,LONG,60,2026-07-19T07:08:29+00:00,2026-07-19T08:00:00+00:00,TREND_UP,NORMAL,6.4963,BUONA,TARGET,13.571428571428505,1.3571428571428505,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,ec30067aff76ecea0c76|ESPORTS|LONG|60,ec30067aff76ecea0c76,SHADOW_1H_FAST_V3|ESPORTS|60|2026-07-19T04:00:00+00:00|LONG,ESPORTS,LONG,60,2026-07-19T05:08:29+00:00,2026-07-19T09:00:00+00:00,TREND_UP,NORMAL,7.0,BUONA,STOP,-10.133333333333333,-1.0133333333333332,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,SALTATO_DAL_PAPER,5c294ccd55e1e1d0e6e0|BANK|LONG|60,5c294ccd55e1e1d0e6e0,SHADOW_1H_FAST_V3|BANK|60|2026-07-19T08:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T09:08:30+00:00,2026-07-19T11:00:00+00:00,TREND_UP,LOW,6.75,BUONA,TARGET,14.851481205794325,1.4851481205794326,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,02e9cf1c2ab5c0ef754a|BANK|LONG|60,02e9cf1c2ab5c0ef754a,SHADOW_1H_FAST_V3|BANK|60|2026-07-19T11:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T12:08:29+00:00,2026-07-19T14:00:00+00:00,ALT_ROTATION_UP,LOW,6.25,BUONA,TARGET,14.833876384510564,1.4833876384510565,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,f9a6424a83e902f5e786|BANK|LONG|60,f9a6424a83e902f5e786,SHADOW_1H_FAST_V3|BANK|60|2026-07-19T14:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T15:08:30+00:00,2026-07-19T16:00:00+00:00,TREND_UP,LOW,4.75,MEDIA,STOP,-10.145350976277086,-1.0145350976277085,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,fc3e4696ed7f628a1563|BANK|LONG|60,fc3e4696ed7f628a1563,SHADOW_1H_FAST_V3|BANK|60|2026-07-19T16:00:00+00:00|LONG,BANK,LONG,60,2026-07-19T17:08:29+00:00,2026-07-19T19:00:00+00:00,TREND_UP,NORMAL,6.75,BUONA,TARGET,14.866666666666664,1.4866666666666664,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,Rapida 1H V3 Filtered,SHADOW_1H_FAST_V3,PRESO_DAL_PAPER,bae68b8907ce3013f022|ZEC|LONG|60,bae68b8907ce3013f022,SHADOW_1H_FAST_V3|ZEC|60|2026-07-18T16:00:00+00:00|LONG,ZEC,LONG,60,2026-07-18T17:08:29+00:00,2026-07-19T21:00:00+00:00,TRANSITION,NORMAL,4.9473,MEDIA,STOP,-10.938762745904528,-1.093876274590453,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,SHADOW_4H_WIDE,SHADOW_4H_WIDE,PRESO_DAL_PAPER,e3121fc97cc5dc48a5d6|LAB|SHORT|240,e3121fc97cc5dc48a5d6,SHADOW_4H_WIDE|LAB|240|2026-07-13T04:00:00+00:00|SHORT,LAB,SHORT,240,2026-07-13T08:02:22+00:00,2026-07-13T16:00:00+00:00,RANGE,NORMAL,-7.75,ALTA,TARGET,27.866666666666678,2.786666666666668,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,SHADOW_4H_WIDE,SHADOW_4H_WIDE,SALTATO_DAL_PAPER,2ee817498f35a1d77334|LAB|SHORT|240,2ee817498f35a1d77334,SHADOW_4H_WIDE|LAB|240|2026-07-13T20:00:00+00:00|SHORT,LAB,SHORT,240,2026-07-14T00:01:37+00:00,2026-07-14T04:00:00+00:00,RANGE,NORMAL,-6.25,BUONA,STOP,-10.133333333333344,-1.0133333333333343,R
2026-07-20T00:30:21+00:00,MAIN_PAPER_RESEARCH,SHADOW_4H_WIDE,SHADOW_4H_WIDE,PRESO_DAL_PAPER,9fc9a1ad67ae0d722f56|ALLO|LONG|240,9fc9a1ad67ae0d722f56,SHADOW_4H_WIDE|ALLO|240|2026-07-13T20:00:00+00:00|LONG,ALLO,LONG,240,2026-07-14T00:01:37+00:00,2026-07-14T04:00:00+00:00,RANGE,NORMAL,7.5,ALTA,STOP,-10.133333333333333,-1.0133333333333332,R
