generated_utc,scope,portfolio,scenario_id,scenario_kind,sample_total,sample_full_from_entry,sample_partial,average_actual_comparable_pnl_eur,average_shadow_comparable_pnl_eur,average_delta_vs_actual_eur,median_delta_vs_actual_eur,total_delta_vs_actual_eur,improved_count,worsened_count,equal_count,improved_pct,shadow_win_rate_pct,actual_win_rate_pct,shadow_profit_factor,shadow_expectancy_eur,earlier_better_count,too_early_count,later_better_count,too_late_count,same_time_better_count,same_time_worse_count,ambiguous_count,data_stage
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R035,FIXED_R,517,517,0,-8.674479905910992,3.800194263237328,12.474674169148322,0.0,6449.406545449682,238,211,68,46.03481624758221,84.91295938104449,48.35589941972921,1.679219062894775,3.800194263237328,238,211,0,0,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R040,FIXED_R,517,517,0,-8.674479905910992,4.576066651296721,13.250546557207713,0.0,6850.532570076388,241,198,78,46.61508704061896,82.97872340425532,48.35589941972921,1.745015184753238,4.576066651296721,241,198,0,0,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R050,FIXED_R,1768,1703,65,-1.742331902441192,1.0531146883357236,2.795446590776916,0.0,4942.349572493587,797,620,351,45.07918552036199,72.34162895927602,43.55203619909502,1.0792229425290611,1.0531146883357236,797,619,0,1,0,0,7,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R060,FIXED_R,517,517,0,-8.674479905910992,5.544970128750461,14.219450034661453,0.0,7351.455667919971,241,162,114,46.61508704061896,73.88781431334623,48.35589941972921,1.5960782104836522,5.544970128750461,240,160,1,2,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R075,FIXED_R,516,516,0,-8.725206235608809,8.301534243069813,17.026740478678622,0.0,8785.79808699817,250,148,118,48.44961240310077,72.28682170542635,48.25581395348838,1.8294438191225384,8.301534243069813,248,146,2,2,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R100,FIXED_R,1738,1673,65,-1.7702733481018509,4.343608130197442,6.113881478299293,0.0,10625.92600928417,739,520,479,42.52013808975834,58.86075949367089,43.958573072497124,1.2168497466877406,4.343608130197442,680,489,59,31,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R125,FIXED_R,503,503,0,-9.020060415311491,13.002289936562716,22.02235035187421,0.0,11077.242226992727,228,156,119,45.32803180914513,60.834990059642145,48.70775347912525,1.9493892566621047,13.002289936562716,203,121,25,35,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R150,FIXED_R,1680,1615,65,-2.1632924907438302,4.354695189718727,6.517987680462557,0.0,10950.219303177097,536,415,729,31.9047619047619,47.20238095238095,43.51190476190476,1.1707757869305853,4.354695189718727,371,232,165,183,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R200,FIXED_R,1610,1545,65,-3.4372534407590907,3.37847914818323,6.815732588942321,0.0,10973.329468197137,621,378,611,38.57142857142858,38.57142857142858,41.5527950310559,1.1141430497228189,3.37847914818323,309,102,312,276,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R250,FIXED_R,364,364,0,-23.54261544570331,-7.751921585849767,15.79069385985354,0.0,5747.812564986689,160,83,121,43.956043956043956,25.274725274725274,33.791208791208796,0.7136331375091318,-7.751921585849767,85,2,75,81,0,0,0,READY_FOR_BLOCK4_EVALUATION
2026-07-27T01:08:47+00:00,ALL,ALL,TP_R300,FIXED_R,354,354,0,-25.030456863628437,-8.988363763348046,16.042093100280393,0.0,5678.90095749926,146,88,120,41.24293785310734,21.468926553672315,32.20338983050847,0.686992239518193,-8.988363763348046,77,1,69,87,0,0,0,READY_FOR_BLOCK4_EVALUATION
