generated_utc,signature,scope,family_id,scenario_kind,parameter,direction,target_bucket,status,memory_score,block_new_candidates,trials,validated_trials,total_matched_pairs,mean_validation_delta_r,mean_validation_score,promotion_ready,promoted,healthy_post_promotion,watch_post_promotion,rollback_recommended,critical,rolled_back,underperforming,risk_rejected,posterior_success,reason
2026-08-14T10:13:14+00:00,momentum-breakout-v3-filtered|FIXED_R|reward_risk|INCREASE|2,FAMILY,momentum_breakout_v3_filtered,FIXED_R,reward_risk,INCREASE,2,INSUFFICIENT,62.5,False,12,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,Mutation history is not deep enough.
2026-08-14T10:13:14+00:00,momentum-breakout-v3-filtered|FIXED_R|reward_risk|INCREASE|2.5,FAMILY,momentum_breakout_v3_filtered,FIXED_R,reward_risk,INCREASE,2.5,INSUFFICIENT,47.5,False,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,Mutation history is not deep enough.
2026-08-14T10:13:14+00:00,global|FIXED_R|reward_risk|INCREASE|2,GLOBAL,GLOBAL,FIXED_R,reward_risk,INCREASE,2,INSUFFICIENT,62.5,False,12,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,Mutation history is not deep enough.
2026-08-14T10:13:14+00:00,global|FIXED_R|reward_risk|INCREASE|2.5,GLOBAL,GLOBAL,FIXED_R,reward_risk,INCREASE,2.5,INSUFFICIENT,47.5,False,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,Mutation history is not deep enough.
