processed_at,signal_id,experiment_group_id,portfolio,is_main,strategy,asset,symbol,timeframe_minutes,candle_time,side,score,confidence,entry_reference_price,stop_pct,target_pct,relative_strength_score,breakout_state,decision,decision_reason
2026-07-12T14:17:20+00:00,1acbb7031abcfc19ea31,05fd4f0825c32e852ffa,SHADOW_1H_BALANCED,False,confluence_trend,ZEC,ZECUSDTM,60,2026-07-12T13:00:00+00:00,LONG,7.665,ALTA,526.39,0.02489901,0.04979801,7.075,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,23879b16c94c0bca01d1,acfcaf34258a10fdb664,SHADOW_1H_BALANCED,False,confluence_trend,T,TUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.25,BUONA,0.0054,0.11389565,0.2277913,35.9694,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,2a36000dc68dbaf43e4e,80378774b0e1290ea861,SHADOW_1H_BALANCED,False,confluence_trend,LAB,LABUSDTM,60,2026-07-12T13:00:00+00:00,SHORT,-6.25,BUONA,0.47343,0.12,0.24,-42.8998,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,ce44311937af3c62cfc1,00efa2f482ee7b95f21b,SHADOW_1H_BALANCED,False,confluence_trend,AAVE,AAVEUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.8751,BUONA,98.82,0.02325174,0.04650347,3.1255,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,a1c59c52f8778d629a97,acfcaf34258a10fdb664,SHADOW_1H_FAST,False,momentum_breakout,T,TUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.25,BUONA,0.0054,0.08858551,0.13287826,35.9694,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,a6eabeeba598a34124bf,05fd4f0825c32e852ffa,SHADOW_1H_FAST,False,momentum_breakout,ZEC,ZECUSDTM,60,2026-07-12T13:00:00+00:00,LONG,7.665,ALTA,526.39,0.01936589,0.02904884,7.075,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,a845c15ac293321659c3,00efa2f482ee7b95f21b,SHADOW_1H_FAST,False,momentum_breakout,AAVE,AAVEUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.8751,BUONA,98.82,0.01808468,0.02712703,3.1255,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,e47b5c28da6096f2797a,80378774b0e1290ea861,SHADOW_1H_FAST,False,momentum_breakout,LAB,LABUSDTM,60,2026-07-12T13:00:00+00:00,SHORT,-6.25,BUONA,0.47343,0.12,0.18,-42.8998,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,07c8c7bca0c7f3f12949,80378774b0e1290ea861,SHADOW_RELATIVE_STRENGTH,False,relative_strength,LAB,LABUSDTM,60,2026-07-12T13:00:00+00:00,SHORT,-6.25,BUONA,0.47343,0.12,0.264,-42.8998,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,0c2a1f39d0201d92171d,acfcaf34258a10fdb664,SHADOW_RELATIVE_STRENGTH,False,relative_strength,T,TUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.25,BUONA,0.0054,0.11389565,0.25057043,35.9694,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,1f9c19612f7a8634de62,00efa2f482ee7b95f21b,SHADOW_RELATIVE_STRENGTH,False,relative_strength,AAVE,AAVEUSDTM,60,2026-07-12T13:00:00+00:00,LONG,6.8751,BUONA,98.82,0.02325174,0.05115382,3.1255,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,3201724a8260217f36a8,05fd4f0825c32e852ffa,SHADOW_RELATIVE_STRENGTH,False,relative_strength,ZEC,ZECUSDTM,60,2026-07-12T13:00:00+00:00,LONG,7.665,ALTA,526.39,0.02489901,0.05477782,7.075,NONE,OPENED,aperta
2026-07-12T14:17:20+00:00,663068fc6b252d9ff5bd,9687c80f35e3b04763c5,SHADOW_RELATIVE_STRENGTH,False,relative_strength,ADA,ADAUSDTM,60,2026-07-12T13:00:00+00:00,SHORT,-4.7689,MEDIA,0.16415,0.01640908,0.03609998,-2.5945,NONE,REJECTED,numero massimo posizioni
2026-07-12T14:17:20+00:00,7c62b017236f5582a82b,d3add67acda260f04a11,SHADOW_RELATIVE_STRENGTH,False,relative_strength,EVAA,EVAAUSDTM,60,2026-07-12T13:00:00+00:00,SHORT,-4.25,BASSA,1.3189,0.12,0.264,-21.0716,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,102b3da2b6ca8ec0fc10,f7213c5a56912ec17fc3,SHADOW_1H_BALANCED,False,confluence_trend,ETH,ETHUSDTM,60,2026-07-12T16:00:00+00:00,LONG,5.6648,MEDIA,1819.13,0.0144,0.0288,0.8238,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,afc6d60a90e7bc28c953,5d1da21146621610c468,SHADOW_1H_BALANCED,False,confluence_trend,PEPE,PEPEUSDTM,60,2026-07-12T16:00:00+00:00,LONG,6.0007,BUONA,2.7754e-06,0.01999022,0.03998043,1.2536,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,bc8adec0cbeb37d5de80,f67d4b5af5d10897f094,SHADOW_1H_BALANCED,False,confluence_trend,ZEC,ZECUSDTM,60,2026-07-12T16:00:00+00:00,LONG,8.1454,ALTA,544.18,0.02709295,0.0541859,9.477,UP,OPENED,aperta
2026-07-12T17:16:58+00:00,f5a811eb3da52425d25a,905db692ca7a8729adae,SHADOW_1H_BALANCED,False,confluence_trend,EVAA,EVAAUSDTM,60,2026-07-12T16:00:00+00:00,SHORT,-7.75,ALTA,1.2025,0.12,0.24,-29.2229,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,f65c41c72de27dbaebf9,5ddd021a3cb665781ed8,SHADOW_1H_BALANCED,False,confluence_trend,BTC,XBTUSDTM,60,2026-07-12T16:00:00+00:00,LONG,5.1667,MEDIA,64140.44,0.0144,0.0288,0.0,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,789182613ebf97d169ea,905db692ca7a8729adae,SHADOW_1H_FAST,False,momentum_breakout,EVAA,EVAAUSDTM,60,2026-07-12T16:00:00+00:00,SHORT,-7.75,ALTA,1.2025,0.12,0.18,-29.2229,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,8716ff46f5ea6550e7ec,f67d4b5af5d10897f094,SHADOW_1H_FAST,False,momentum_breakout,ZEC,ZECUSDTM,60,2026-07-12T16:00:00+00:00,LONG,8.1454,ALTA,544.18,0.0210723,0.03160844,9.477,UP,OPENED,aperta
2026-07-12T17:16:58+00:00,fb57cb8add9fa1e56dff,5d1da21146621610c468,SHADOW_1H_FAST,False,momentum_breakout,PEPE,PEPEUSDTM,60,2026-07-12T16:00:00+00:00,LONG,6.0007,BUONA,2.7754e-06,0.01554795,0.02332192,1.2536,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,3554b58ce9a2bb20efb2,905db692ca7a8729adae,SHADOW_RELATIVE_STRENGTH,False,relative_strength,EVAA,EVAAUSDTM,60,2026-07-12T16:00:00+00:00,SHORT,-7.75,ALTA,1.2025,0.12,0.264,-29.2229,NONE,REJECTED,numero massimo posizioni
2026-07-12T17:16:58+00:00,b346dbaa6a455d3e074b,f67d4b5af5d10897f094,SHADOW_RELATIVE_STRENGTH,False,relative_strength,ZEC,ZECUSDTM,60,2026-07-12T16:00:00+00:00,LONG,8.1454,ALTA,544.18,0.02709295,0.05960449,9.477,UP,OPENED,aperta
2026-07-12T17:16:58+00:00,c3951191d5ad40fd37c9,b598f3f320f71a7b71c1,SHADOW_RELATIVE_STRENGTH,False,relative_strength,ADA,ADAUSDTM,60,2026-07-12T16:00:00+00:00,SHORT,-4.9427,MEDIA,0.16441,0.01543229,0.03395104,-3.4635,NONE,REJECTED,numero massimo posizioni
2026-07-13T01:07:33+00:00,cf5f91d36d4be093b4ad,48afad9bc3a9d65feb29,SHADOW_1H_FAST,False,momentum_breakout,T,TUSDTM,60,2026-07-13T00:00:00+00:00,LONG,6.25,BUONA,0.005432,0.07648026,0.11472039,34.7255,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,1efedbc2d980b54bd626,9d0c447b8cdc5bb08b2f,MAIN,True,confluence_trend,EVAA,EVAAUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-6.25,BUONA,0.9251,0.12,0.24,-38.2059,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,6f173cf7ba2fd4bd1a2f,e3121fc97cc5dc48a5d6,MAIN,True,confluence_trend,LAB,LABUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-7.75,ALTA,0.34767,0.12,0.24,-82.2074,DOWN,OPENED,aperta
2026-07-13T08:02:23+00:00,7bdaf685acdb91b6d69b,6e228ea732f52a9ef82d,MAIN,True,confluence_trend,DOGE,DOGEUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-7.9926,ALTA,0.07241,0.02960921,0.05921843,-2.4628,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,bdbb23a92ab1b983487a,ca07ad5d1b076bf1b3a4,MAIN,True,confluence_trend,ZEC,ZECUSDTM,240,2026-07-13T04:00:00+00:00,LONG,7.75,ALTA,522.26,0.0578229,0.11564581,15.8777,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,21e117dcf3f547a25f15,c8d521b2daf2c5a86c8b,SHADOW_1H_BALANCED,False,confluence_trend,SOL,SOLUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-6.6027,BUONA,76.492,0.0144,0.0288,0.3196,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,57a6c0697d954cea2731,b9546ea104deb9127f16,SHADOW_1H_BALANCED,False,confluence_trend,XRP,XRPUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-5.7649,MEDIA,1.08001,0.0144,0.0288,-0.0744,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,665a5c719198f7ac6c92,b27ebb1985b5c0a6127f,SHADOW_1H_BALANCED,False,confluence_trend,DOGE,DOGEUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-6.9441,BUONA,0.07241,0.0144,0.0288,0.2796,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,768f71b370ebce0584a0,4c13db0c678c8a0b40af,SHADOW_1H_BALANCED,False,confluence_trend,HYPE,HYPEUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-5.2683,MEDIA,65.54,0.01746516,0.03493032,-1.3415,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,cf630001293cd79133e3,32be58591da4cabc64b6,SHADOW_1H_BALANCED,False,confluence_trend,LAB,LABUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-8.25,ALTA,0.34767,0.12,0.24,-37.2787,DOWN,OPENED,aperta
2026-07-13T08:02:23+00:00,d65db6aeadf7c58e18c9,b70b260e5d673e8663c2,SHADOW_1H_BALANCED,False,confluence_trend,EVAA,EVAAUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-7.75,ALTA,0.9251,0.12,0.24,-43.2538,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,b39f83c37bb0ce4c9970,32be58591da4cabc64b6,SHADOW_1H_FAST,False,momentum_breakout,LAB,LABUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-8.25,ALTA,0.34767,0.12,0.18,-37.2787,DOWN,OPENED,aperta
2026-07-13T08:02:23+00:00,f27a1a40ceaa2074bb94,b70b260e5d673e8663c2,SHADOW_1H_FAST,False,momentum_breakout,EVAA,EVAAUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-7.75,ALTA,0.9251,0.12,0.18,-43.2538,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,f95c258e602a9d1e5794,4c13db0c678c8a0b40af,SHADOW_1H_FAST,False,momentum_breakout,HYPE,HYPEUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-5.2683,MEDIA,65.54,0.01358401,0.02037602,-1.3415,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,0e247b208a46fb3310c8,6e228ea732f52a9ef82d,SHADOW_4H_WIDE,False,confluence_trend,DOGE,DOGEUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-7.9926,ALTA,0.07241,0.03849198,0.10777754,-2.4628,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,1ce9873d8e810f6de0a7,eb8c8d18b237ee93519c,SHADOW_4H_WIDE,False,confluence_trend,T,TUSDTM,240,2026-07-13T04:00:00+00:00,LONG,5.75,MEDIA,0.004787,0.12,0.336,39.6965,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,2e309065d5a748860136,ca07ad5d1b076bf1b3a4,SHADOW_4H_WIDE,False,confluence_trend,ZEC,ZECUSDTM,240,2026-07-13T04:00:00+00:00,LONG,7.75,ALTA,522.26,0.07516977,0.21047537,15.8777,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,394a24311db48cbba5f3,c715c88e41b2017cb480,SHADOW_4H_WIDE,False,confluence_trend,XRP,XRPUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-5.479,MEDIA,1.08001,0.03368648,0.09432214,-2.395,NONE,REJECTED,numero massimo posizioni
2026-07-13T08:02:23+00:00,4fdb348072d33a605c16,e3121fc97cc5dc48a5d6,SHADOW_4H_WIDE,False,confluence_trend,LAB,LABUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-7.75,ALTA,0.34767,0.12,0.336,-82.2074,DOWN,OPENED,aperta
2026-07-13T08:02:23+00:00,e11fc195fc74f5b9891b,9d0c447b8cdc5bb08b2f,SHADOW_4H_WIDE,False,confluence_trend,EVAA,EVAAUSDTM,240,2026-07-13T04:00:00+00:00,SHORT,-6.25,BUONA,0.9251,0.12,0.336,-38.2059,NONE,OPENED,aperta
2026-07-13T08:02:23+00:00,57b1aa287600ce7066c2,b70b260e5d673e8663c2,SHADOW_RELATIVE_STRENGTH,False,relative_strength,EVAA,EVAAUSDTM,60,2026-07-13T07:00:00+00:00,SHORT,-7.75,ALTA,0.9251,0.12,0.264,-43.2538,NONE,OPENED,aperta
2026-07-13T10:15:55+00:00,42c0fbf517535bb42a99,b15c985150d9c7f28990,SHADOW_RELATIVE_STRENGTH,False,relative_strength,HYPE,HYPEUSDTM,60,2026-07-13T09:00:00+00:00,SHORT,-6.7368,BUONA,65.014,0.01742508,0.03833517,-2.4341,NONE,REJECTED,numero massimo posizioni
2026-07-13T10:15:55+00:00,8f240473c9035248ea07,f91d9ce10498ae8b0561,SHADOW_RELATIVE_STRENGTH,False,relative_strength,ADA,ADAUSDTM,60,2026-07-13T09:00:00+00:00,SHORT,-4.6665,MEDIA,0.15959,0.01583003,0.03482606,-2.0826,NONE,REJECTED,numero massimo posizioni
2026-07-13T10:15:55+00:00,bfabbdd1a7e2c73fab2a,40ff0427d48373107e54,SHADOW_RELATIVE_STRENGTH,False,relative_strength,VELVET,VELVETUSDTM,60,2026-07-13T09:00:00+00:00,LONG,6.75,BUONA,0.59454,0.09123898,0.20072576,22.616,NONE,OPENED,aperta
2026-07-13T10:15:55+00:00,f0634960771e09da9983,8088d9fb315397ff41dc,SHADOW_RELATIVE_STRENGTH,False,relative_strength,LAB,LABUSDTM,60,2026-07-13T09:00:00+00:00,SHORT,-6.25,BUONA,0.34432,0.12,0.264,-42.3927,NONE,REJECTED,numero massimo posizioni
2026-07-13T11:23:10+00:00,072de374eb6def1f1e67,c58c997dadc4bb3c5b0f,SHADOW_1H_BALANCED,False,confluence_trend,SOL,SOLUSDTM,60,2026-07-13T10:00:00+00:00,SHORT,-6.6451,BUONA,76.429,0.0144,0.0288,0.1079,NONE,REJECTED,numero massimo posizioni
2026-07-13T11:23:10+00:00,0e513617504fedbb5bf2,3c7c8437c26cb34f0437,SHADOW_1H_BALANCED,False,confluence_trend,XRP,XRPUSDTM,60,2026-07-13T10:00:00+00:00,SHORT,-5.0719,MEDIA,1.07971,0.0144,0.0288,-0.3595,NONE,REJECTED,numero massimo posizioni
2026-07-13T11:23:10+00:00,1459a25b9c9109ac5e06,9cc76d351fcb98cbbbce,SHADOW_1H_BALANCED,False,confluence_trend,VELVET,VELVETUSDTM,60,2026-07-13T10:00:00+00:00,LONG,6.75,BUONA,0.6227,0.09146416,0.18292831,30.8288,NONE,REJECTED,numero massimo posizioni
2026-07-13T11:23:10+00:00,3fa6f4b909ccfd396c30,849fdf5e934ea91a0240,SHADOW_1H_BALANCED,False,confluence_trend,EVAA,EVAAUSDTM,60,2026-07-13T10:00:00+00:00,SHORT,-9.75,ALTA,0.6931,0.12,0.24,-53.6654,DOWN,OPENED,aperta
2026-07-13T11:23:10+00:00,bd700fc78127e7082707,2e6b982be6e4873c7d54,SHADOW_1H_BALANCED,False,confluence_trend,DOGE,DOGEUSDTM,60,2026-07-13T10:00:00+00:00,SHORT,-6.982,BUONA,0.0724,0.0144,0.0288,0.0899,NONE,REJECTED,numero massimo posizioni
