generated_utc,system,profile,paper_portfolio,action,dimension,value,events,win_rate_pct,profit_factor,expectancy,baseline_expectancy,delta_expectancy,metric_unit,confidence
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R200_751e55c4,,RIDURRE / ESCLUDERE IN CHALLENGER,Volatilità entrata,HIGH,8,0.0,0.0,-0.7924090010227148,-0.1365025653015553,-0.6559064357211595,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R200_751e55c4,,RIDURRE / ESCLUDERE IN CHALLENGER,Confidenza segnale,BUONA,81,25.925925925925924,0.5107120106389428,-0.29053256819633133,-0.1365025653015553,-0.15403000289477603,R,ALTA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,ZEC,9,11.11111111111111,0.022420504351458724,-0.7500478372818942,-0.2108092585433815,-0.5392385787385127,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,BLESS,14,14.285714285714285,0.3367915771281699,-0.3868925054518314,-0.2108092585433815,-0.1760832469084499,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,,PREFERIRE IN CHALLENGER,Asset,TUT,9,55.55555555555556,1.5668151231038678,0.2560357604018883,-0.2108092585433815,0.4668450189452698,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,ALT_ROTATION_DOWN,9,11.11111111111111,0.18311618752451098,-0.4835572268814251,-0.2108092585433815,-0.2727479683380436,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_RANGE_ONLY_V_TP_R200_52488eb5,,PREFERIRE IN CHALLENGER,Asset,BANK,14,35.714285714285715,1.3916618301226902,0.19962268879354236,-0.22155175762035617,0.42117444641389856,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_RANGE_ONLY_V_TP_R200_52488eb5,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,ZEC,9,11.11111111111111,0.022495800216090444,-0.7474797690551603,-0.22155175762035617,-0.5259280114348042,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_RANGE_ONLY_V_TP_R200_52488eb5,,RIDURRE / ESCLUDERE IN CHALLENGER,Fascia score,<5,17,11.76470588235294,0.16850122028450595,-0.6751877743797503,-0.22155175762035617,-0.45363601675939413,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_RANGE_ONLY_V_TP_R200_52488eb5,,PREFERIRE IN CHALLENGER,Confidenza segnale,ALTA,24,41.66666666666667,1.338554002080117,0.15349750075860139,-0.22155175762035617,0.37504925837895753,R,ALTA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_RANGE_ONLY_V_TP_R200_52488eb5,,RIDURRE / ESCLUDERE IN CHALLENGER,Confidenza segnale,MEDIA,17,11.76470588235294,0.16850122028450595,-0.6751877743797503,-0.22155175762035617,-0.45363601675939413,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,XRP,9,33.33333333333333,0.20471229231373983,-0.512374082197272,-0.29474062148756536,-0.21763346070970663,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,ZEC,13,7.6923076923076925,0.015167923396166143,-0.7732456278336648,-0.29474062148756536,-0.47850500634609944,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,PREFERIRE IN CHALLENGER,Asset,1000RATS,8,50.0,1.4820397358344768,0.24423346615613506,-0.29474062148756536,0.5389740876437004,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,BLESS,14,7.142857142857142,0.024035289201526214,-0.7798540075440309,-0.29474062148756536,-0.48511338605646553,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,ALT_ROTATION_DOWN,17,5.88235294117647,0.04107342652268067,-0.8681380278998474,-0.29474062148756536,-0.573397406412282,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,TREND_UP,11,0.0,0.0,-0.5987369362165859,-0.29474062148756536,-0.3039963147290205,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,RIDURRE / ESCLUDERE IN CHALLENGER,Regime entrata,TRANSITION,11,9.090909090909092,0.23290352160261418,-0.5722321425526733,-0.29474062148756536,-0.27749152106510794,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_REGIME_GUARD_TP_R200_934590ed,,PREFERIRE IN CHALLENGER,Volatilità entrata,LOW,10,50.0,1.5540549294224044,0.2882558342035567,-0.29474062148756536,0.582996455691122,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,PREFERIRE IN CHALLENGER,Asset,AKE,9,33.33333333333333,1.453685779158967,0.20650544944982455,-0.1869125240154477,0.39341797346527224,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,XRP,9,44.44444444444444,0.2709069318177604,-0.37714410856204145,-0.1869125240154477,-0.19023158454659375,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,HYPE,16,18.75,0.211941027810476,-0.5082979507515152,-0.1869125240154477,-0.3213854267360675,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,ZEC,13,7.6923076923076925,0.01693315142723773,-0.6913956981304904,-0.1869125240154477,-0.5044831741150427,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,DOGE,8,12.5,0.06668677434531,-0.6980219544614087,-0.1869125240154477,-0.511109430445961,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Asset,BLESS,19,10.526315789473683,0.2198074758748736,-0.42044249881182294,-0.1869125240154477,-0.23352997479637524,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,PREFERIRE IN CHALLENGER,Asset,TUT,10,60.0,2.4390063279944965,0.5848702093265568,-0.1869125240154477,0.7717827333420044,R,MEDIA
2026-08-09T03:22:41+00:00,MAIN_PAPER_RESEARCH,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R200_8346046b,,RIDURRE / ESCLUDERE IN CHALLENGER,Lato,SHORT,86,20.930232558139537,0.40771198176269874,-0.3458161820502071,-0.1869125240154477,-0.1589036580347594,R,ALTA
