trade_id,account,account_label,book,direction,asset,symbol,rsi_trigger,signal_rsi,leverage,opened_at,closed_at,holding_minutes,entry_price,exit_price,stop_price,target_price,liquidation_price,margin_usdt,notional_usdt,quantity,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,net_pnl_usdt,return_on_margin_pct,close_reason,balance_after_usdt
RSI5_SHORT_RSI70_10X:ADA:20260717T164500Z,RSI5_SHORT_RSI70_10X,SHORT RSI 70 · leva 10×,OPERATIONAL,SHORT,ADA,ADAUSDTM,70.0,70.67769674179891,10.0,2026-07-17T16:45:00+00:00,2026-07-17T16:50:00+00:00,5.0,0.165926808,0.166374893345004,0.16634162502,0.16509717396,0.18168985476000002,3800.0,38000.0,229016.6396740423,-102.61899999999646,22.799999999999997,22.8615714,-148.28057139999646,-3.9021202999999067,STOP,3651.7194286000035
RSI5_SHORT_RSI70_20X:ADA:20260717T164500Z,RSI5_SHORT_RSI70_20X,SHORT RSI 70 · leva 20×,OPERATIONAL,SHORT,ADA,ADAUSDTM,70.0,70.67769674179891,20.0,2026-07-17T16:45:00+00:00,2026-07-17T16:50:00+00:00,5.0,0.165926808,0.166374893345004,0.16634162502,0.16509717396,0.17339351436,3800.0,76000.0,458033.2793480846,-205.23799999999292,45.599999999999994,45.7231428,-296.5611427999929,-7.8042405999998135,STOP,3503.438857200007
RSI5_SHORT_RSI70_10X:SOL:20260717T170500Z,RSI5_SHORT_RSI70_10X,SHORT RSI 70 · leva 10×,OPERATIONAL,SHORT,SOL,SOLUSDTM,70.0,73.58705042950618,10.0,2026-07-17T17:05:00+00:00,2026-07-17T18:15:00+00:00,70.0,75.454906,75.092646996294,75.64354326499999,75.07763147,82.62312207,3651.7194286000035,36517.194286000034,483.96050332366775,175.31904976708654,21.910316571600017,21.805125141739765,131.60360805374677,3.6038806000000103,TARGET,3783.3230366537505
RSI5_SHORT_RSI70_20X:SOL:20260717T170500Z,RSI5_SHORT_RSI70_20X,SHORT RSI 70 · leva 20×,OPERATIONAL,SHORT,SOL,SOLUSDTM,70.0,73.58705042950618,20.0,2026-07-17T17:05:00+00:00,2026-07-17T18:15:00+00:00,70.0,75.454906,75.092646996294,75.64354326499999,75.07763147,78.85037676999998,3503.438857200007,70068.77714400014,928.6179104642996,336.4001990683454,42.04126628640008,41.83942616695907,252.51950661498626,7.207761200000021,TARGET,3755.9583638149934
RSI5_SHORT_RSI70_10X:BTC:20260717T184500Z,RSI5_SHORT_RSI70_10X,SHORT RSI 70 · leva 10×,OPERATIONAL,SHORT,BTC,XBTUSDTM,70.0,71.63011667146907,10.0,2026-07-17T18:45:00+00:00,2026-07-17T19:25:00+00:00,40.0,64303.03682,63994.317940227185,64463.794412049996,63981.521635900004,70411.8253179,3783.3230366537505,37833.23036653751,0.5883583767970713,181.63733898974414,22.6999382199225,22.59095581652866,136.34644495329297,3.603880599999936,TARGET,3919.6694816070435
RSI5_SHORT_RSI70_20X:BTC:20260717T184500Z,RSI5_SHORT_RSI70_20X,SHORT RSI 70 · leva 20×,OPERATIONAL,SHORT,BTC,XBTUSDTM,70.0,71.63011667146907,20.0,2026-07-17T18:45:00+00:00,2026-07-17T19:25:00+00:00,40.0,64303.03682,63994.317940227185,64463.794412049996,63981.521635900004,67196.6734769,3755.9583638149934,75119.16727629986,1.1682055932533462,360.6471220935108,45.07150036577991,44.85511209252381,270.72050963520707,7.2077611999998705,TARGET,4026.6788734502006
RSI5_SHORT_RSI70_10X:ADA:20260718T001000Z,RSI5_SHORT_RSI70_10X,SHORT RSI 70 · leva 10×,OPERATIONAL,SHORT,ADA,ADAUSDTM,70.0,74.01560254886203,10.0,2026-07-18T00:10:00+00:00,2026-07-18T00:25:00+00:00,15.0,0.167856422,0.167050543317978,0.168276063055,0.16701713989,0.18380278209,3800.0,38000.0,226383.95092205645,182.43800000000095,22.799999999999997,22.690537199999998,136.94746280000095,3.603880600000025,TARGET,4056.6169444070442
RSI5_SHORT_RSI70_20X:ADA:20260718T001000Z,RSI5_SHORT_RSI70_20X,SHORT RSI 70 · leva 20×,OPERATIONAL,SHORT,ADA,ADAUSDTM,70.0,74.01560254886203,20.0,2026-07-18T00:10:00+00:00,2026-07-18T00:25:00+00:00,15.0,0.167856422,0.167050543317978,0.168276063055,0.16701713989,0.17540996099,3800.0,76000.0,452767.9018441129,364.8760000000019,45.599999999999994,45.381074399999996,273.8949256000019,7.20776120000005,TARGET,4300.573799050202
RSI5_SHORT_RSI70_10X:SOL:20260718T023000Z,RSI5_SHORT_RSI70_10X,SHORT RSI 70 · leva 10×,OPERATIONAL,SHORT,SOL,SOLUSDTM,70.0,70.3820279339445,10.0,2026-07-18T02:30:00+00:00,2026-07-18T05:10:00+00:00,160.0,75.3359298,74.9742420010302,75.5242696245,74.959250151,82.492843131,3800.0,38000.0,504.4073936683529,182.4379999999984,22.799999999999997,22.690537199999998,136.9474627999984,3.6038805999999575,TARGET,4193.564407207043
RSI5_SHORT_RSI70_20X:SOL:20260718T023000Z,RSI5_SHORT_RSI70_20X,SHORT RSI 70 · leva 20×,OPERATIONAL,SHORT,SOL,SOLUSDTM,70.0,70.3820279339445,20.0,2026-07-18T02:30:00+00:00,2026-07-18T05:10:00+00:00,160.0,75.3359298,74.9742420010302,75.5242696245,74.959250151,78.726046641,3800.0,76000.0,1008.8147873367058,364.8759999999968,45.599999999999994,45.381074399999996,273.8949255999968,7.207761199999915,TARGET,4574.468724650198
