timestamp,open,high,low,close,volume,turnover
1783865760000,0.46949,0.47528,0.46949,0.47405,2208,10455.3376
1783865820000,0.47377,0.47377,0.47211,0.47334,651,3079.2542
1783865880000,0.47267,0.4744,0.47265,0.47393,598,2833.2156
1783865940000,0.47307,0.47879,0.47163,0.4776,1129,5367.1279
1783866000000,0.47739,0.4778,0.47483,0.47542,364,1733.7816
1783866060000,0.4756,0.47612,0.47503,0.47508,435,2068.1374
1783866120000,0.47472,0.47773,0.47451,0.47596,551,2625.5706
1783866180000,0.47578,0.47814,0.47552,0.47783,155,738.4741
1783866240000,0.47804,0.48089,0.47782,0.47858,1397,6694.9146
1783866300000,0.47829,0.47979,0.47632,0.47632,604,2891.1312
1783866360000,0.47625,0.47736,0.47393,0.47606,985,4679.6519
1783866420000,0.47578,0.4776,0.4741,0.47593,750,3567.9171
1783866480000,0.47553,0.47553,0.47328,0.47423,960,4556.508
1783866540000,0.47442,0.47469,0.47153,0.47177,1320,6249.0592
1783866600000,0.47174,0.47182,0.46744,0.46773,1885,8841.7909
1783866660000,0.4676,0.46932,0.4321,0.45137,33667,151257.9504
1783866720000,0.45216,0.45553,0.44942,0.45362,8089,36641.7684
1783866780000,0.454,0.45865,0.45371,0.45858,4528,20657.2436
1783866840000,0.45819,0.45957,0.45655,0.45801,2381,10915.3402
1783866900000,0.45761,0.46031,0.45734,0.45939,2743,12583.3307
1783866960000,0.45967,0.46282,0.45967,0.46178,3168,14600.6923
1783867020000,0.46158,0.46247,0.45861,0.46175,3119,14370.4426
1783867080000,0.46172,0.46349,0.45762,0.45843,2854,13140.4695
1783867140000,0.45875,0.46024,0.45502,0.4576,1243,5682.8101
1783867200000,0.45696,0.46088,0.45663,0.45928,451,2069.6039
1783867260000,0.4597,0.46035,0.45711,0.46035,784,3599.6925
1783867320000,0.46059,0.46131,0.45955,0.46119,283,1302.6655
1783867380000,0.4616,0.46359,0.4616,0.46213,1097,5072.3144
1783867440000,0.46326,0.47005,0.46285,0.46669,2203,10285.4775
1783867500000,0.46669,0.46832,0.46494,0.46666,1138,5309.5904
1783867560000,0.46735,0.46763,0.46435,0.46623,1076,5017.2145
1783867620000,0.46602,0.46603,0.46101,0.462,1159,5362.2459
1783867680000,0.46224,0.46373,0.46201,0.46281,17368,80407.9452
1783867740000,0.46342,0.46385,0.46051,0.46145,1348,6225.1676
1783867800000,0.46203,0.46735,0.4619,0.4667,1234,5731.8322
1783867860000,0.4667,0.46728,0.46341,0.4641,1114,5181.8063
1783867920000,0.46417,0.46856,0.46415,0.46459,1535,7145.6573
1783867980000,0.46433,0.47,0.46336,0.4688,4181,19547.3719
1783868040000,0.46835,0.46857,0.46538,0.46538,1545,7211.8524
1783868100000,0.46545,0.46851,0.46476,0.46783,1363,6354.9445
1783868160000,0.46731,0.46762,0.4647,0.46496,663,3087.4678
1783868220000,0.46513,0.46724,0.46513,0.46571,857,3995.5167
1783868280000,0.46562,0.4681,0.4649,0.4649,719,3355.8536
1783868340000,0.46548,0.46548,0.46206,0.46206,690,3202.3835
1783868400000,0.46276,0.47645,0.46111,0.46501,24439,114043.8374
1783868460000,0.46455,0.46634,0.46174,0.46245,7915,36766.8966
1783868520000,0.46193,0.46193,0.45721,0.46072,5831,26819.2075
1783868580000,0.46034,0.46146,0.4543,0.45676,6473,29691.4286
1783868640000,0.45755,0.45902,0.45743,0.45871,835,3827.1438
1783868700000,0.45919,0.45948,0.45413,0.45804,1333,6085.8651
1783868760000,0.45784,0.45895,0.45656,0.45753,1159,5305.3977
1783868820000,0.45783,0.46118,0.45697,0.45883,854,3919.3162
1783868880000,0.45907,0.46182,0.45887,0.4599,271,1246.4672
1783868940000,0.45931,0.45931,0.45301,0.45531,2075,9456.7504
1783869000000,0.45605,0.45694,0.45493,0.45605,501,2284.4653
1783869060000,0.45616,0.45742,0.45396,0.45423,213,971.4665
1783869120000,0.45372,0.45655,0.4536,0.45521,690,3144.3738
1783869180000,0.45542,0.45813,0.45536,0.45676,993,4537.5256
1783869240000,0.45723,0.45808,0.45288,0.45456,1239,5635.3836
1783869300000,0.45444,0.45845,0.4533,0.45781,1964,8966.3955
1783869360000,0.45901,0.46203,0.45901,0.45984,18498,85408.4688
1783869420000,0.45987,0.47133,0.45504,0.46156,25098,115888.3216
1783869480000,0.46168,0.46168,0.45834,0.45902,9313,42805.9163
1783869540000,0.45929,0.46155,0.45879,0.45962,3207,14751.1995
1783869600000,0.4591,0.45941,0.45735,0.45803,909,4168.9271
1783869660000,0.45814,0.45872,0.45284,0.45459,1511,6909.0021
1783869720000,0.45362,0.45538,0.45266,0.45442,1850,8399.69
1783869780000,0.4543,0.45722,0.45419,0.45627,729,3326.5087
1783869840000,0.45685,0.45819,0.45652,0.45652,164,749.9513
1783869900000,0.45625,0.45636,0.4543,0.45561,698,3177.0485
1783869960000,0.4552,0.45547,0.45396,0.45418,1149,5224.5369
1783870020000,0.4543,0.45587,0.45335,0.45569,361,1642.5318
1783870080000,0.45539,0.45539,0.45408,0.45531,406,1847.076
1783870140000,0.45571,0.45921,0.45487,0.45707,2228,10193.4336
1783870200000,0.45726,0.45934,0.45636,0.45934,1238,5658.6141
1783870260000,0.45954,0.46253,0.45919,0.46022,1508,6952.4511
1783870320000,0.46037,0.46079,0.45821,0.45972,504,2315.4134
1783870380000,0.45903,0.46002,0.45821,0.45974,502,2304.4672
1783870440000,0.45836,0.45939,0.45566,0.45617,4236,19405.9342
1783870500000,0.45613,0.45693,0.45477,0.45672,529,2412.1906
1783870560000,0.45609,0.45791,0.45551,0.45719,1024,4680.2393
1783870620000,0.45749,0.45889,0.45588,0.458,1392,6369.328
1783870680000,0.458,0.45813,0.45389,0.45503,674,3079.5601
1783870740000,0.45387,0.45406,0.44575,0.4511,8381,37627.5808
1783870800000,0.45016,0.45551,0.45016,0.4516,4789,21692.4375
1783870860000,0.45181,0.45591,0.45181,0.45499,1031,4686.599
1783870920000,0.45541,0.46478,0.45438,0.46313,4485,20566.7795
1783870980000,0.46159,0.46211,0.45553,0.45699,5776,26544.3579
1783871040000,0.45766,0.45992,0.45543,0.45958,1366,6248.7646
1783871100000,0.46001,0.46001,0.45617,0.45617,440,2013.3429
1783871160000,0.45538,0.45734,0.45527,0.45706,1240,5660.8414
1783871220000,0.45707,0.45725,0.4557,0.4564,654,2985.8023
1783871280000,0.45595,0.45616,0.45207,0.45272,2290,10393.2848
1783871340000,0.45242,0.45586,0.45179,0.45523,1055,4788.1971
1783871400000,0.45504,0.45609,0.45344,0.4547,1000,4550.0425
1783871460000,0.45458,0.45711,0.45456,0.45676,438,1996.5864
1783871520000,0.45636,0.45895,0.45632,0.45804,746,3414.1395
1783871580000,0.45783,0.46061,0.45783,0.46061,970,4453.4321
1783871640000,0.46061,0.46465,0.45967,0.46392,1733,8018.7771
1783871700000,0.46373,0.4671,0.46243,0.46289,4708,21903.653
1783871760000,0.4625,0.46969,0.46082,0.46688,3711,17253.058
1783871820000,0.4666,0.4666,0.46256,0.46377,3236,14992.156
1783871880000,0.46297,0.46444,0.46245,0.46245,973,4510.6816
1783871940000,0.46264,0.46849,0.46264,0.46554,1681,7835.4117
1783872000000,0.46537,0.46562,0.46387,0.4651,346,1607.6823
