timestamp,open,high,low,close,volume,turnover
1784034900000,2.7967e-06,2.797e-06,2.7944e-06,2.7946e-06,3555.0,5168.23554
1784034960000,2.7949e-06,2.7971e-06,2.7939e-06,2.7946e-06,4504.0,6548.46192
1784035020000,2.7943e-06,2.7986e-06,2.7943e-06,2.7982e-06,3519.0,5117.5904
1784035080000,2.7982e-06,2.8069e-06,2.7982e-06,2.8053e-06,25902.0,37772.065188
1784035140000,2.8052e-06,2.8088e-06,2.8048e-06,2.807e-06,10820.0,15789.43236
1784035200000,2.807e-06,2.832e-06,2.8063e-06,2.832e-06,38505.0,56423.254836
1784035260000,2.8321e-06,2.8634e-06,2.8315e-06,2.8613e-06,50640.0,75061.10976
1784035320000,2.8601e-06,2.8639e-06,2.8495e-06,2.8554e-06,65965.0,98010.358732
1784035380000,2.8555e-06,2.8733e-06,2.853e-06,2.8662e-06,37408.0,55729.143236
1784035440000,2.8665e-06,2.8706e-06,2.8613e-06,2.8644e-06,21609.0,32176.944488
1784035500000,2.8656e-06,2.8665e-06,2.8583e-06,2.8652e-06,24158.0,35955.076924
1784035560000,2.8651e-06,2.8698e-06,2.856e-06,2.856e-06,21520.0,32055.910848
1784035620000,2.8565e-06,2.8652e-06,2.8548e-06,2.8635e-06,19291.0,28675.639512
1784035680000,2.8628e-06,2.8646e-06,2.8499e-06,2.8499e-06,6121.0,9097.725364
1784035740000,2.8524e-06,2.86e-06,2.8524e-06,2.8575e-06,9297.0,13816.548148
1784035800000,2.8577e-06,2.8607e-06,2.8516e-06,2.8565e-06,11267.0,16736.149196
1784035860000,2.8565e-06,2.8572e-06,2.8467e-06,2.8555e-06,4574.0,6784.265384
1784035920000,2.8579e-06,2.8605e-06,2.851e-06,2.851e-06,3646.0,5416.888984
1784035980000,2.8527e-06,2.8575e-06,2.8526e-06,2.8537e-06,5086.0,7551.273652
1784036040000,2.854e-06,2.8628e-06,2.854e-06,2.8573e-06,3707.0,5508.89612
1784036100000,2.8582e-06,2.8655e-06,2.858e-06,2.8584e-06,4596.0,6840.033252
1784036160000,2.8595e-06,2.8682e-06,2.8575e-06,2.863e-06,5714.0,8505.414788
1784036220000,2.8637e-06,2.9e-06,2.8608e-06,2.8923e-06,79902.0,119788.2829
1784036280000,2.894e-06,2.9048e-06,2.8899e-06,2.904e-06,39696.0,59821.55114
1784036340000,2.9049e-06,2.9064e-06,2.8818e-06,2.8835e-06,39738.0,59857.380388
1784036400000,2.8846e-06,2.8992e-06,2.8846e-06,2.8923e-06,6582.0,9912.48596
1784036460000,2.8931e-06,2.8941e-06,2.8854e-06,2.8919e-06,4988.0,7497.219808
1784036520000,2.894e-06,2.8975e-06,2.8817e-06,2.8823e-06,10342.0,15523.456468
1784036580000,2.8833e-06,2.8889e-06,2.8819e-06,2.8848e-06,6743.0,10116.42138
1784036640000,2.8842e-06,2.8864e-06,2.878e-06,2.8835e-06,10966.0,16435.935152
1784036700000,2.8846e-06,2.8894e-06,2.8802e-06,2.8866e-06,5323.0,7990.158332
1784036760000,2.8867e-06,2.8921e-06,2.8768e-06,2.8804e-06,19903.0,29801.423184
1784036820000,2.8788e-06,2.8843e-06,2.8788e-06,2.8812e-06,5407.0,8101.702232
1784036880000,2.8807e-06,2.8837e-06,2.8675e-06,2.8695e-06,35149.0,52452.788544
1784036940000,2.8716e-06,2.8731e-06,2.8657e-06,2.8657e-06,12870.0,19202.160432
